"State","sex","Urban_Rural","status","Disability_Type","dis_mar_count","dis_mar_total","dis_mar_perc","mar_count","mar_total","mar_perc"
"LAKSHADWEEP","M","Rural","NeverMarried","In Movement",10,44,0.227272727272727,3663,7243,0.505729670026232
"LAKSHADWEEP","M","Rural","NeverMarried","In Seeing",9,45,0.2,3663,7243,0.505729670026232
"LAKSHADWEEP","M","Rural","NeverMarried","Mental Retardation",9,13,0.692307692307692,3663,7243,0.505729670026232
"LAKSHADWEEP","M","Rural","NeverMarried","Any Other",6,16,0.375,3663,7243,0.505729670026232
"LAKSHADWEEP","M","Rural","NeverMarried","In Hearing",11,22,0.5,3663,7243,0.505729670026232
"LAKSHADWEEP","M","Rural","NeverMarried","Total disabled population",67,188,0.356382978723404,3663,7243,0.505729670026232
"LAKSHADWEEP","M","Rural","Seperated","Any Other",1,16,0.0625,24,7243,0.00331354411155599
"LAKSHADWEEP","M","Rural","Seperated","In Speech",1,7,0.142857142857143,24,7243,0.00331354411155599
"LAKSHADWEEP","M","Rural","Seperated","Multiple Disability",0,29,0,24,7243,0.00331354411155599
"LAKSHADWEEP","M","Rural","Seperated","Total disabled population",8,188,0.0425531914893617,24,7243,0.00331354411155599
"LAKSHADWEEP","M","Rural","Seperated","In Movement",2,44,0.0454545454545455,24,7243,0.00331354411155599
"LAKSHADWEEP","M","Rural","Seperated","In Hearing",1,22,0.0454545454545455,24,7243,0.00331354411155599
"LAKSHADWEEP","M","Rural","Seperated","In Seeing",1,45,0.0222222222222222,24,7243,0.00331354411155599
"LAKSHADWEEP","M","Rural","Seperated","Mental Illness",2,12,0.166666666666667,24,7243,0.00331354411155599
"LAKSHADWEEP","M","Rural","Seperated","Mental Retardation",0,13,0,24,7243,0.00331354411155599
"LAKSHADWEEP","M","Rural","Widowed","Total disabled population",14,188,0.074468085106383,107,7243,0.0147728841640204
"LAKSHADWEEP","M","Rural","Widowed","In Movement",4,44,0.0909090909090909,107,7243,0.0147728841640204
"LAKSHADWEEP","M","Rural","Widowed","Mental Illness",2,12,0.166666666666667,107,7243,0.0147728841640204
"LAKSHADWEEP","M","Rural","Widowed","Multiple Disability",2,29,0.0689655172413793,107,7243,0.0147728841640204
"LAKSHADWEEP","M","Rural","Widowed","In Seeing",5,45,0.111111111111111,107,7243,0.0147728841640204
"LAKSHADWEEP","M","Rural","Widowed","Any Other",0,16,0,107,7243,0.0147728841640204
"LAKSHADWEEP","M","Rural","Widowed","In Hearing",1,22,0.0454545454545455,107,7243,0.0147728841640204
"LAKSHADWEEP","M","Rural","Widowed","In Speech",0,7,0,107,7243,0.0147728841640204
"LAKSHADWEEP","M","Rural","Widowed","Mental Retardation",0,13,0,107,7243,0.0147728841640204
"LAKSHADWEEP","M","Total","Divorced","Any Other",1,100,0.01,74,33123,0.00223409715303565
"LAKSHADWEEP","M","Total","Divorced","Multiple Disability",1,117,0.00854700854700855,74,33123,0.00223409715303565
"LAKSHADWEEP","M","Total","Divorced","In Seeing",0,149,0,74,33123,0.00223409715303565
"LAKSHADWEEP","M","Total","Divorced","In Movement",2,210,0.00952380952380952,74,33123,0.00223409715303565
"LAKSHADWEEP","M","Total","Divorced","Mental Retardation",2,75,0.0266666666666667,74,33123,0.00223409715303565
"LAKSHADWEEP","M","Total","Divorced","Mental Illness",0,34,0,74,33123,0.00223409715303565
"LAKSHADWEEP","M","Total","Divorced","Total disabled population",7,838,0.00835322195704057,74,33123,0.00223409715303565
"LAKSHADWEEP","M","Total","Divorced","In Hearing",1,105,0.00952380952380952,74,33123,0.00223409715303565
"LAKSHADWEEP","M","Total","Divorced","In Speech",0,48,0,74,33123,0.00223409715303565
"LAKSHADWEEP","M","Total","Married","In Hearing",44,105,0.419047619047619,15616,33123,0.471454880294659
"LAKSHADWEEP","M","Total","Married","Mental Retardation",10,75,0.133333333333333,15616,33123,0.471454880294659
"LAKSHADWEEP","M","Total","Married","Any Other",43,100,0.43,15616,33123,0.471454880294659
"LAKSHADWEEP","M","Total","Married","In Seeing",85,149,0.570469798657718,15616,33123,0.471454880294659
"LAKSHADWEEP","M","Total","Married","Total disabled population",379,838,0.452267303102625,15616,33123,0.471454880294659
"LAKSHADWEEP","M","Total","Married","Multiple Disability",33,117,0.282051282051282,15616,33123,0.471454880294659
"LAKSHADWEEP","M","Total","Married","Mental Illness",15,34,0.441176470588235,15616,33123,0.471454880294659
"LAKSHADWEEP","M","Total","Married","In Movement",130,210,0.619047619047619,15616,33123,0.471454880294659
"LAKSHADWEEP","M","Total","Married","In Speech",19,48,0.395833333333333,15616,33123,0.471454880294659
"LAKSHADWEEP","M","Total","NeverMarried","Mental Illness",9,34,0.264705882352941,16966,33123,0.512212058086526
"LAKSHADWEEP","M","Total","NeverMarried","Total disabled population",408,838,0.486873508353222,16966,33123,0.512212058086526
"LAKSHADWEEP","M","Total","NeverMarried","In Movement",64,210,0.304761904761905,16966,33123,0.512212058086526
"LAKSHADWEEP","M","Total","NeverMarried","Multiple Disability",80,117,0.683760683760684,16966,33123,0.512212058086526
"LAKSHADWEEP","M","Total","NeverMarried","Mental Retardation",63,75,0.84,16966,33123,0.512212058086526
"LAKSHADWEEP","M","Total","NeverMarried","In Seeing",57,149,0.38255033557047,16966,33123,0.512212058086526
"LAKSHADWEEP","M","Total","NeverMarried","Any Other",54,100,0.54,16966,33123,0.512212058086526
"LAKSHADWEEP","M","Total","NeverMarried","In Hearing",55,105,0.523809523809524,16966,33123,0.512212058086526
"LAKSHADWEEP","M","Total","NeverMarried","In Speech",26,48,0.541666666666667,16966,33123,0.512212058086526
"LAKSHADWEEP","M","Total","Seperated","Mental Illness",7,34,0.205882352941176,78,33123,0.00235485916130785
"LAKSHADWEEP","M","Total","Seperated","In Seeing",1,149,0.00671140939597315,78,33123,0.00235485916130785
"LAKSHADWEEP","M","Total","Seperated","Total disabled population",15,838,0.0178997613365155,78,33123,0.00235485916130785
"LAKSHADWEEP","M","Total","Seperated","In Movement",4,210,0.019047619047619,78,33123,0.00235485916130785
"LAKSHADWEEP","M","Total","Seperated","In Speech",1,48,0.0208333333333333,78,33123,0.00235485916130785
"LAKSHADWEEP","M","Total","Seperated","Any Other",1,100,0.01,78,33123,0.00235485916130785
"LAKSHADWEEP","M","Total","Seperated","In Hearing",1,105,0.00952380952380952,78,33123,0.00235485916130785
"LAKSHADWEEP","M","Total","Seperated","Mental Retardation",0,75,0,78,33123,0.00235485916130785
"LAKSHADWEEP","M","Total","Seperated","Multiple Disability",0,117,0,78,33123,0.00235485916130785
"LAKSHADWEEP","M","Total","Widowed","In Movement",10,210,0.0476190476190476,389,33123,0.0117441053044712
"LAKSHADWEEP","M","Total","Widowed","Any Other",1,100,0.01,389,33123,0.0117441053044712
"LAKSHADWEEP","M","Total","Widowed","Multiple Disability",3,117,0.0256410256410256,389,33123,0.0117441053044712
"LAKSHADWEEP","M","Total","Widowed","In Speech",2,48,0.0416666666666667,389,33123,0.0117441053044712
"LAKSHADWEEP","M","Total","Widowed","Mental Retardation",0,75,0,389,33123,0.0117441053044712
"LAKSHADWEEP","M","Total","Widowed","Mental Illness",3,34,0.0882352941176471,389,33123,0.0117441053044712
"LAKSHADWEEP","M","Total","Widowed","In Seeing",6,149,0.0402684563758389,389,33123,0.0117441053044712
"LAKSHADWEEP","M","Total","Widowed","Total disabled population",29,838,0.0346062052505967,389,33123,0.0117441053044712
"LAKSHADWEEP","M","Total","Widowed","In Hearing",4,105,0.0380952380952381,389,33123,0.0117441053044712
"LAKSHADWEEP","M","Urban","Divorced","Any Other",0,84,0,57,25880,0.00220247295208655
"LAKSHADWEEP","M","Urban","Divorced","Mental Retardation",2,62,0.032258064516129,57,25880,0.00220247295208655
"LAKSHADWEEP","M","Urban","Divorced","In Hearing",1,83,0.0120481927710843,57,25880,0.00220247295208655
"LAKSHADWEEP","M","Urban","Divorced","In Seeing",0,104,0,57,25880,0.00220247295208655
"LAKSHADWEEP","M","Urban","Divorced","Multiple Disability",1,88,0.0113636363636364,57,25880,0.00220247295208655
"LAKSHADWEEP","M","Urban","Divorced","Total disabled population",6,650,0.00923076923076923,57,25880,0.00220247295208655
"LAKSHADWEEP","M","Urban","Divorced","In Movement",2,166,0.0120481927710843,57,25880,0.00220247295208655
"LAKSHADWEEP","M","Urban","Divorced","Mental Illness",0,22,0,57,25880,0.00220247295208655
"LAKSHADWEEP","M","Urban","Divorced","In Speech",0,41,0,57,25880,0.00220247295208655
"LAKSHADWEEP","M","Urban","Married","In Speech",14,41,0.341463414634146,12184,25880,0.470788253477589
"LAKSHADWEEP","M","Urban","Married","In Seeing",55,104,0.528846153846154,12184,25880,0.470788253477589
"LAKSHADWEEP","M","Urban","Married","Mental Illness",11,22,0.5,12184,25880,0.470788253477589
"LAKSHADWEEP","M","Urban","Married","Multiple Disability",23,88,0.261363636363636,12184,25880,0.470788253477589
"LAKSHADWEEP","M","Urban","Married","In Movement",102,166,0.614457831325301,12184,25880,0.470788253477589
"LAKSHADWEEP","M","Urban","Married","Total disabled population",281,650,0.432307692307692,12184,25880,0.470788253477589
"LAKSHADWEEP","M","Urban","Married","In Hearing",35,83,0.421686746987952,12184,25880,0.470788253477589
"LAKSHADWEEP","M","Urban","Married","Mental Retardation",6,62,0.0967741935483871,12184,25880,0.470788253477589
"LAKSHADWEEP","M","Urban","Married","Any Other",35,84,0.416666666666667,12184,25880,0.470788253477589
"LAKSHADWEEP","M","Urban","NeverMarried","Total disabled population",341,650,0.524615384615385,13303,25880,0.51402627511592
"LAKSHADWEEP","M","Urban","NeverMarried","Mental Illness",5,22,0.227272727272727,13303,25880,0.51402627511592
"LAKSHADWEEP","M","Urban","NeverMarried","Any Other",48,84,0.571428571428571,13303,25880,0.51402627511592
"LAKSHADWEEP","M","Urban","NeverMarried","Mental Retardation",54,62,0.870967741935484,13303,25880,0.51402627511592
"LAKSHADWEEP","M","Urban","NeverMarried","In Movement",54,166,0.325301204819277,13303,25880,0.51402627511592
"LAKSHADWEEP","M","Urban","NeverMarried","In Seeing",48,104,0.461538461538462,13303,25880,0.51402627511592
"LAKSHADWEEP","M","Urban","NeverMarried","Multiple Disability",63,88,0.715909090909091,13303,25880,0.51402627511592
"LAKSHADWEEP","M","Urban","NeverMarried","In Speech",25,41,0.609756097560976,13303,25880,0.51402627511592
"LAKSHADWEEP","M","Urban","NeverMarried","In Hearing",44,83,0.530120481927711,13303,25880,0.51402627511592
"LAKSHADWEEP","M","Urban","Seperated","In Hearing",0,83,0,54,25880,0.00208655332302937
"LAKSHADWEEP","M","Urban","Seperated","Multiple Disability",0,88,0,54,25880,0.00208655332302937
"LAKSHADWEEP","M","Urban","Seperated","Mental Retardation",0,62,0,54,25880,0.00208655332302937
"LAKSHADWEEP","M","Urban","Seperated","Any Other",0,84,0,54,25880,0.00208655332302937
"LAKSHADWEEP","M","Urban","Seperated","Mental Illness",5,22,0.227272727272727,54,25880,0.00208655332302937
"LAKSHADWEEP","M","Urban","Seperated","In Speech",0,41,0,54,25880,0.00208655332302937
"LAKSHADWEEP","M","Urban","Seperated","Total disabled population",7,650,0.0107692307692308,54,25880,0.00208655332302937
"LAKSHADWEEP","M","Urban","Seperated","In Seeing",0,104,0,54,25880,0.00208655332302937
"LAKSHADWEEP","M","Urban","Seperated","In Movement",2,166,0.0120481927710843,54,25880,0.00208655332302937
"LAKSHADWEEP","M","Urban","Widowed","Mental Retardation",0,62,0,282,25880,0.0108964451313756
"LAKSHADWEEP","M","Urban","Widowed","In Movement",6,166,0.036144578313253,282,25880,0.0108964451313756
"LAKSHADWEEP","M","Urban","Widowed","In Hearing",3,83,0.036144578313253,282,25880,0.0108964451313756
"LAKSHADWEEP","M","Urban","Widowed","Multiple Disability",1,88,0.0113636363636364,282,25880,0.0108964451313756
"LAKSHADWEEP","M","Urban","Widowed","In Speech",2,41,0.0487804878048781,282,25880,0.0108964451313756
"LAKSHADWEEP","M","Urban","Widowed","Any Other",1,84,0.0119047619047619,282,25880,0.0108964451313756
"LAKSHADWEEP","M","Urban","Widowed","In Seeing",1,104,0.00961538461538462,282,25880,0.0108964451313756
"LAKSHADWEEP","M","Urban","Widowed","Mental Illness",1,22,0.0454545454545455,282,25880,0.0108964451313756
"LAKSHADWEEP","M","Urban","Widowed","Total disabled population",15,650,0.0230769230769231,282,25880,0.0108964451313756
"LAKSHADWEEP","P","Rural","Divorced","Multiple Disability",0,58,0,78,14141,0.00551587582207765
"LAKSHADWEEP","P","Rural","Divorced","Any Other",1,35,0.0285714285714286,78,14141,0.00551587582207765
"LAKSHADWEEP","P","Rural","Divorced","Mental Illness",2,39,0.0512820512820513,78,14141,0.00551587582207765
"LAKSHADWEEP","P","Rural","Divorced","Mental Retardation",0,24,0,78,14141,0.00551587582207765
"LAKSHADWEEP","P","Rural","Divorced","In Speech",0,10,0,78,14141,0.00551587582207765
"LAKSHADWEEP","P","Rural","Divorced","In Hearing",1,47,0.0212765957446809,78,14141,0.00551587582207765
"LAKSHADWEEP","P","Rural","Divorced","Total disabled population",5,396,0.0126262626262626,78,14141,0.00551587582207765
"LAKSHADWEEP","P","Rural","Divorced","In Movement",1,79,0.0126582278481013,78,14141,0.00551587582207765
"LAKSHADWEEP","P","Rural","Divorced","In Seeing",0,104,0,78,14141,0.00551587582207765
"LAKSHADWEEP","P","Rural","Married","In Seeing",57,104,0.548076923076923,6691,14141,0.473163142634891
"LAKSHADWEEP","P","Rural","Married","Mental Retardation",8,24,0.333333333333333,6691,14141,0.473163142634891
"LAKSHADWEEP","P","Rural","Married","Mental Illness",15,39,0.384615384615385,6691,14141,0.473163142634891
"LAKSHADWEEP","P","Rural","Married","In Movement",41,79,0.518987341772152,6691,14141,0.473163142634891
"LAKSHADWEEP","P","Rural","Married","Any Other",22,35,0.628571428571429,6691,14141,0.473163142634891
"LAKSHADWEEP","P","Rural","Married","In Hearing",16,47,0.340425531914894,6691,14141,0.473163142634891
"LAKSHADWEEP","P","Rural","Married","Multiple Disability",15,58,0.258620689655172,6691,14141,0.473163142634891
"LAKSHADWEEP","P","Rural","Married","In Speech",6,10,0.6,6691,14141,0.473163142634891
"LAKSHADWEEP","P","Rural","Married","Total disabled population",180,396,0.454545454545455,6691,14141,0.473163142634891
"LAKSHADWEEP","P","Rural","NeverMarried","In Movement",21,79,0.265822784810127,6710,14141,0.474506753412064
"LAKSHADWEEP","P","Rural","NeverMarried","Multiple Disability",31,58,0.53448275862069,6710,14141,0.474506753412064
"LAKSHADWEEP","P","Rural","NeverMarried","Mental Illness",11,39,0.282051282051282,6710,14141,0.474506753412064
"LAKSHADWEEP","P","Rural","NeverMarried","Mental Retardation",16,24,0.666666666666667,6710,14141,0.474506753412064
"LAKSHADWEEP","P","Rural","NeverMarried","In Seeing",25,104,0.240384615384615,6710,14141,0.474506753412064
"LAKSHADWEEP","P","Rural","NeverMarried","In Speech",3,10,0.3,6710,14141,0.474506753412064
"LAKSHADWEEP","P","Rural","NeverMarried","In Hearing",22,47,0.468085106382979,6710,14141,0.474506753412064
"LAKSHADWEEP","P","Rural","NeverMarried","Any Other",9,35,0.257142857142857,6710,14141,0.474506753412064
"LAKSHADWEEP","P","Rural","NeverMarried","Total disabled population",138,396,0.348484848484849,6710,14141,0.474506753412064
"LAKSHADWEEP","P","Rural","Seperated","Any Other",1,35,0.0285714285714286,64,14141,0.0045258468283714
"LAKSHADWEEP","P","Rural","Seperated","In Speech",1,10,0.1,64,14141,0.0045258468283714
"LAKSHADWEEP","P","Rural","Seperated","Mental Illness",6,39,0.153846153846154,64,14141,0.0045258468283714
"LAKSHADWEEP","P","Rural","Seperated","Multiple Disability",1,58,0.0172413793103448,64,14141,0.0045258468283714
"LAKSHADWEEP","P","Rural","Seperated","In Hearing",1,47,0.0212765957446809,64,14141,0.0045258468283714
"LAKSHADWEEP","P","Rural","Seperated","In Movement",2,79,0.0253164556962025,64,14141,0.0045258468283714
"LAKSHADWEEP","P","Rural","Seperated","Total disabled population",16,396,0.0404040404040404,64,14141,0.0045258468283714
"LAKSHADWEEP","P","Rural","Seperated","In Seeing",4,104,0.0384615384615385,64,14141,0.0045258468283714
"LAKSHADWEEP","P","Rural","Seperated","Mental Retardation",0,24,0,64,14141,0.0045258468283714
"LAKSHADWEEP","P","Rural","Widowed","In Speech",0,10,0,598,14141,0.0422883813025953
"LAKSHADWEEP","P","Rural","Widowed","In Hearing",7,47,0.148936170212766,598,14141,0.0422883813025953
"LAKSHADWEEP","P","Rural","Widowed","Mental Retardation",0,24,0,598,14141,0.0422883813025953
"LAKSHADWEEP","P","Rural","Widowed","Any Other",2,35,0.0571428571428571,598,14141,0.0422883813025953
"LAKSHADWEEP","P","Rural","Widowed","Multiple Disability",11,58,0.189655172413793,598,14141,0.0422883813025953
"LAKSHADWEEP","P","Rural","Widowed","In Movement",14,79,0.177215189873418,598,14141,0.0422883813025953
"LAKSHADWEEP","P","Rural","Widowed","In Seeing",18,104,0.173076923076923,598,14141,0.0422883813025953
"LAKSHADWEEP","P","Rural","Widowed","Mental Illness",5,39,0.128205128205128,598,14141,0.0422883813025953
"LAKSHADWEEP","P","Rural","Widowed","Total disabled population",57,396,0.143939393939394,598,14141,0.0422883813025953
"LAKSHADWEEP","P","Total","Divorced","Any Other",2,183,0.0109289617486339,370,64473,0.00573883641214152
"LAKSHADWEEP","P","Total","Divorced","In Speech",0,73,0,370,64473,0.00573883641214152
"LAKSHADWEEP","P","Total","Divorced","In Movement",5,361,0.0138504155124654,370,64473,0.00573883641214152
"LAKSHADWEEP","P","Total","Divorced","In Hearing",2,224,0.00892857142857143,370,64473,0.00573883641214152
"LAKSHADWEEP","P","Total","Divorced","Multiple Disability",1,229,0.00436681222707424,370,64473,0.00573883641214152
"LAKSHADWEEP","P","Total","Divorced","In Seeing",3,337,0.00890207715133531,370,64473,0.00573883641214152
